localidade,uf,cep,tipo,nome,ch_bai,bairro,ch_loc,tip_log,prefixo,cxa_pos,endlimpo,endereco,descricao,logradouro,complemento
ALTO PARAISO,RO,76862000,<blank>,<blank>,0,<blank>,7313,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PARAISO (ALTA FLORESTA),MT,78584000,<blank>,<blank>,0,<blank>,4287,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PARAISO DE GOIAS,GO,73770000,<blank>,<blank>,0,<blank>,2060,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PARANA,PR,87750000,<blank>,<blank>,0,<blank>,5755,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PAREDAO (SANTA CRUZ DO SUL),RS,96853000,<blank>,<blank>,0,<blank>,7405,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PARNAIBA,MA,65810000,<blank>,<blank>,0,<blank>,2377,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PIQUIRI,PR,87580000,<blank>,<blank>,0,<blank>,5756,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PORA (IVAIPORA),PR,86875000,<blank>,<blank>,0,<blank>,5757,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO PORA (PEDREGULHO),SP,14480000,<blank>,<blank>,0,<blank>,8874,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO RECREIO (RONDA ALTA),RS,99673000,<blank>,<blank>,0,<blank>,7406,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO RIO DOCE,MG,36260000,<blank>,<blank>,0,<blank>,2663,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO RIO NOVO,ES,29760000,<blank>,<blank>,0,<blank>,1808,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO SABIA (GUARAPUAVA),PR,85138400,<blank>,<blank>,0,<blank>,5758,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO SANTA FE (NOVA SANTA ROSA),PR,85931000,<blank>,<blank>,0,<blank>,5759,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO SANTA MARIA (SANTA TERESA),ES,29662000,<blank>,<blank>,0,<blank>,1809,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO SANTO,CE,62970000,<blank>,<blank>,0,<blank>,1138,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO SAO JOAO (RONCADOR),PR,87323000,<blank>,<blank>,0,<blank>,5760,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO SUCURIU (PARAISO DAS AGUAS),MS,79558000,<blank>,<blank>,0,<blank>,4106,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO TAQUARI,MT,78785000,<blank>,<blank>,0,<blank>,4288,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO URUGUAI (TIRADENTES DO SUL),RS,98683000,<blank>,<blank>,0,<blank>,12566,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTO URUGUAI (TRES PASSOS),RS,98630000,<blank>,<blank>,0,<blank>,7407,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTOLANDIA (TAPIRAI),MG,38985000,<blank>,<blank>,0,<blank>,2664,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTONIA,PR,87550000,<blank>,<blank>,0,<blank>,5761,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTOS,PI,64290000,<blank>,<blank>,0,<blank>,5514,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALTOS VERDES (CARIRA),SE,49555000,<blank>,<blank>,0,<blank>,8767,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALUMINIO,SP,18125000,<blank>,<blank>,0,<blank>,8875,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVACAO (CORACAO DE JESUS),MG,39347000,<blank>,<blank>,0,<blank>,2665,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVARAES,AM,69540000,<blank>,<blank>,0,<blank>,191,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVARENGA,MG,35249000,<blank>,<blank>,0,<blank>,2666,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVARES FLORENCE,SP,15540000,<blank>,<blank>,0,<blank>,8876,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVARES MACHADO,SP,19160000,<blank>,<blank>,0,<blank>,8877,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVARO DE CARVALHO,SP,17410000,<blank>,<blank>,0,<blank>,8878,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVERNE (ALAGOINHA),PE,55265500,<blank>,<blank>,0,<blank>,11700,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVINLANDIA,SP,17430000,<blank>,<blank>,0,<blank>,8879,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVINOPOLIS,MG,35950000,<blank>,<blank>,0,<blank>,2667,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA,TO,77480000,<blank>,<blank>,0,<blank>,9795,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA (CARANGOLA),MG,36803000,<blank>,<blank>,0,<blank>,2668,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA (ITAITUBA),PA,68191700,<blank>,<blank>,0,<blank>,4536,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA (URUARA),PA,68142000,<blank>,<blank>,0,<blank>,11141,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA D OESTE,RO,76930000,<blank>,<blank>,0,<blank>,7314,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA DE MINAS,MG,39140000,<blank>,<blank>,0,<blank>,2669,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA DO GURGUEIA,PI,64923000,<blank>,<blank>,0,<blank>,5515,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA DO IGUACU (FOZ DO IGUACU),PR,85872000,<blank>,<blank>,0,<blank>,5762,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA DO NORTE,GO,73950000,<blank>,<blank>,0,<blank>,2061,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ALVORADA DO SUL,PR,86150000,<blank>,<blank>,0,<blank>,5763,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMADEU AMARAL,SP,0,<blank>,<blank>,0,<blank>,8880,0,<blank>,0,CidadeDeCEPUnico,VER > MARILIA,Cidade De CEP Unico,<blank>,<blank>
AMADO BAHIA (MATA DE SAO JOAO),BA,48282000,<blank>,<blank>,0,<blank>,349,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMAJARI,RR,69343000,<blank>,<blank>,0,<blank>,7374,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMAMBAI,MS,79990000,<blank>,<blank>,0,<blank>,4107,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANAIARA (RERIUTABA),CE,62263000,<blank>,<blank>,0,<blank>,1139,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANARI (MARANGUAPE),CE,61979000,<blank>,<blank>,0,<blank>,1140,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANDA (BALDIM),MG,35734000,<blank>,<blank>,0,<blank>,2670,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANDABA (MIRANDOPOLIS),SP,16820000,<blank>,<blank>,0,<blank>,8881,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANDINA (IVINHEMA),MS,79742000,<blank>,<blank>,0,<blank>,4108,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANHECE (ARAGUARI),MG,38455000,<blank>,<blank>,0,<blank>,2671,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANIU (SENTO SE),BA,47380000,<blank>,<blank>,0,<blank>,350,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMANIUTUBA (LAVRAS DA MANGABEIRA),CE,63306000,<blank>,<blank>,0,<blank>,1141,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMAPA,AP,68950000,<blank>,<blank>,0,<blank>,280,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMAPA DO MARANHAO,MA,65293000,<blank>,<blank>,0,<blank>,2378,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMAPORA,PR,87850000,<blank>,<blank>,0,<blank>,5764,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARAJI,PE,55515000,<blank>,<blank>,0,<blank>,5148,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARAL FERRADOR,RS,96635000,<blank>,<blank>,0,<blank>,7409,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARALINA,GO,76493000,<blank>,<blank>,0,<blank>,2062,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARANTE,PI,64400000,<blank>,<blank>,0,<blank>,5516,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARANTE DO MARANHAO,MA,65923000,<blank>,<blank>,0,<blank>,2379,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARANTINA (OURO PRETO),MG,35412000,<blank>,<blank>,0,<blank>,2672,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARELAS (CAMOCIM),CE,62405000,<blank>,<blank>,0,<blank>,1142,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARGOSA,BA,45300000,<blank>,<blank>,0,<blank>,351,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMARO (ASSARE),CE,63144000,<blank>,<blank>,0,<blank>,1143,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMATARI (ITACOATIARA),AM,69110000,<blank>,<blank>,0,<blank>,192,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMATURA,AM,69620000,<blank>,<blank>,0,<blank>,193,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMBE (MACAPA),AP,68912000,<blank>,<blank>,0,<blank>,282,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMEIXAS (CUMARU),PE,55658000,<blank>,<blank>,0,<blank>,5149,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMELIA RODRIGUES,BA,44230000,<blank>,<blank>,0,<blank>,352,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMELIOPOLIS,SP,0,<blank>,<blank>,0,<blank>,8882,0,<blank>,0,CidadeDeCEPUnico,VER > PRESIDENTE PRUDENTE,Cidade De CEP Unico,<blank>,<blank>
AMERICA (IPUEIRAS),CE,62240000,<blank>,<blank>,0,<blank>,1144,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMERICA DOURADA,BA,44910000,<blank>,<blank>,0,<blank>,353,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMERICANO (SANTA ISABEL DO PARA),PA,68792000,<blank>,<blank>,0,<blank>,4537,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMERICANO DO BRASIL,GO,76165000,<blank>,<blank>,0,<blank>,2063,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMERICO ALVES (SENTO SE),BA,47370000,<blank>,<blank>,0,<blank>,354,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMERICO BRASILIENSE,SP,14820000,<blank>,<blank>,0,<blank>,8884,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMERICO DE CAMPOS,SP,15550000,<blank>,<blank>,0,<blank>,8885,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMETISTA DO SUL,RS,98465000,<blank>,<blank>,0,<blank>,7410,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMOLAR (CORUMBA),MS,79357000,<blank>,<blank>,0,<blank>,4109,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMONTADA,CE,62540000,<blank>,<blank>,0,<blank>,1145,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMORAS (TAQUARI),RS,95862000,<blank>,<blank>,0,<blank>,12475,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMORINHA (IBAITI),PR,84910000,<blank>,<blank>,0,<blank>,5765,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMORINOPOLIS,GO,76140000,<blank>,<blank>,0,<blank>,2064,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMPARO,PB,58548000,<blank>,<blank>,0,<blank>,4856,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMPARO,RJ,0,<blank>,<blank>,0,<blank>,6843,0,<blank>,0,CidadeDeCEPUnico,VER > NOVA FRIBURGO,Cidade De CEP Unico,<blank>,<blank>
AMPARO DA SERRA,MG,35444000,<blank>,<blank>,0,<blank>,2673,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMPARO DE SAO FRANCISCO,SE,49920000,<blank>,<blank>,0,<blank>,8768,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AMPERE,PR,85640000,<blank>,<blank>,0,<blank>,5766,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANA DIAS (ITARIRI),SP,11770000,<blank>,<blank>,0,<blank>,8887,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANADIA,AL,57660000,<blank>,<blank>,0,<blank>,26,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAGE,BA,45180000,<blank>,<blank>,0,<blank>,355,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAHY,PR,85425000,<blank>,<blank>,0,<blank>,5767,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAJANOPOLIS (PEDRO AFONSO),TO,77712000,<blank>,<blank>,0,<blank>,9796,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAJAS,PA,68810000,<blank>,<blank>,0,<blank>,4538,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAJATUBA,MA,65490000,<blank>,<blank>,0,<blank>,2380,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANALANDIA,SP,13550000,<blank>,<blank>,0,<blank>,8888,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANALANDIA DO NORTE (MARCELANDIA),MT,78538000,<blank>,<blank>,0,<blank>,4289,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAMA,AM,69445000,<blank>,<blank>,0,<blank>,194,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANANAS,TO,77890000,<blank>,<blank>,0,<blank>,9797,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAPOLIS (IACRI),SP,17685000,<blank>,<blank>,0,<blank>,8889,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAPU,PA,68365000,<blank>,<blank>,0,<blank>,4540,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAPURUS,MA,65525000,<blank>,<blank>,0,<blank>,2381,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANASTACIO,MS,79210000,<blank>,<blank>,0,<blank>,4110,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAUA (MAURITI),CE,63217000,<blank>,<blank>,0,<blank>,1146,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANAURILANDIA,MS,79770000,<blank>,<blank>,0,<blank>,4111,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANCHIETA,ES,29230000,<blank>,<blank>,0,<blank>,1810,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANCHIETA,SC,89970000,<blank>,<blank>,0,<blank>,8335,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDARAI,BA,46830000,<blank>,<blank>,0,<blank>,356,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDES,SP,0,<blank>,<blank>,0,<blank>,8890,0,<blank>,0,CidadeDeCEPUnico,VER > BEBEDOURO,Cidade De CEP Unico,<blank>,<blank>
ANDIRA,PR,86380000,<blank>,<blank>,0,<blank>,5768,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDIROBA (ESMERALDAS),MG,35745000,<blank>,<blank>,0,<blank>,2674,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDORINHA,BA,48990000,<blank>,<blank>,0,<blank>,357,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDORINHAS (CASTRO),PR,84194500,<blank>,<blank>,0,<blank>,5769,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDRADAS,MG,37795000,<blank>,<blank>,0,<blank>,2675,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDRADE PINTO (VASSOURAS),RJ,27770000,<blank>,<blank>,0,<blank>,6844,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDRE DA ROCHA,RS,95310000,<blank>,<blank>,0,<blank>,7411,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDRELANDIA,MG,37300000,<blank>,<blank>,0,<blank>,2676,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANDREQUICE (TRES MARIAS),MG,39207000,<blank>,<blank>,0,<blank>,2677,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANEL (VICOSA),AL,57710000,<blank>,<blank>,0,<blank>,27,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGAI (FERNANDES PINHEIRO),PR,84538000,<blank>,<blank>,0,<blank>,5770,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGATUBA,SP,18240000,<blank>,<blank>,0,<blank>,8892,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGATURAMA (RECREIO),MG,36746000,<blank>,<blank>,0,<blank>,2678,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGELANDIA,MG,39685000,<blank>,<blank>,0,<blank>,2679,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGELICA,MS,79785000,<blank>,<blank>,0,<blank>,4112,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGELIM,PE,55430000,<blank>,<blank>,0,<blank>,5150,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGELINA,SC,88460000,<blank>,<blank>,0,<blank>,8336,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGELO FRECHIANI (COLATINA),ES,29718000,<blank>,<blank>,0,<blank>,1811,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGICAL,BA,47960000,<blank>,<blank>,0,<blank>,358,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGICAL DO PIAUI,PI,64410000,<blank>,<blank>,0,<blank>,5517,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGICO,TO,77905000,<blank>,<blank>,0,<blank>,9798,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGICO (MAIRI),BA,44633000,<blank>,<blank>,0,<blank>,359,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGICOS,RN,59515000,<blank>,<blank>,0,<blank>,7131,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGICOS DE MINAS (BRASILIA DE MINAS),MG,39332000,<blank>,<blank>,0,<blank>,2680,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGUERA,BA,44670000,<blank>,<blank>,0,<blank>,360,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGUERETA (CURVELO),MG,35793000,<blank>,<blank>,0,<blank>,2681,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGULO,PR,86755000,<blank>,<blank>,0,<blank>,5771,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANGUSTURA (ALEM PARAIBA),MG,36664000,<blank>,<blank>,0,<blank>,2682,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANHANDUI (CAMPO GRANDE),MS,79125000,<blank>,<blank>,0,<blank>,4113,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANHANGUERA,GO,75770000,<blank>,<blank>,0,<blank>,2066,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANHEMBI,SP,18620000,<blank>,<blank>,0,<blank>,8893,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
